date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:29:20	184/184	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:21%20GMT	https://www.docsapp.in/health/neurology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/neurology	(from https://www.docsapp.in/health/allspecialities?utm_campaign=website&utm_content=Speciality_nav)
02:29:21	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:21%20GMT	https://www.docsapp.in/health/generalmedicine	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine	(from https://www.docsapp.in/health/allspecialities?utm_campaign=website&utm_content=Speciality_nav)
02:29:21	184/184	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:21%20GMT	https://www.docsapp.in/health/neurology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/neurology	(from https://www.docsapp.in/health/allspecialities?utm_campaign=website&utm_content=Speciality_nav)
02:29:21	200/200	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:22%20GMT	https://www.docsapp.in/health/infertility	D:/DOC/docsAutomate/automate/www.docsapp.in/health/infertility	(from https://www.docsapp.in/health/allspecialities?utm_campaign=website&utm_content=Speciality_nav)
02:29:21	198/198	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:22%20GMT	https://www.docsapp.in/health/gastroenterology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gastroenterology	(from https://www.docsapp.in/health/allspecialities?utm_campaign=website&utm_content=Speciality_nav)
02:29:22	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:22%20GMT	https://www.docsapp.in/health/gynecology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gynecology	(from https://www.docsapp.in/health/allspecialities?utm_campaign=website&utm_content=Speciality_nav)
02:29:22	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:22%20GMT	https://www.docsapp.in/health/psychiatry	D:/DOC/docsAutomate/automate/www.docsapp.in/health/psychiatry	(from https://www.docsapp.in/health/allspecialities?utm_campaign=website&utm_content=Speciality_nav)
02:29:22	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:23%20GMT	https://www.docsapp.in/health/dermatology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/dermatology	(from https://www.docsapp.in/health/allspecialities?utm_campaign=website&utm_content=Speciality_nav)
02:29:22	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.428.delayed	(from https://www.docsapp.in/health/allspecialities?utm_campaign=website&utm_content=Speciality_nav)
02:29:22	90/90	---M--	302	error ('Found')	text/html	date:Thu,%2008%20Dec%202022%2020:59:23%20GMT	https://www.docsapp.in/health/generalmedicine/questions	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine/questions	(from https://www.docsapp.in/health/allspecialities?utm_campaign=website&utm_content=Speciality_nav)
02:29:22	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:23%20GMT	https://www.docsapp.in/health/generalmedicine	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine	(from https://www.docsapp.in/health/allspecialities?utm_campaign=website&utm_content=Speciality_nav)
02:29:23	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:23%20GMT	https://www.docsapp.in/health/generalmedicine	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:23	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:24%20GMT	https://www.docsapp.in/health/dermatology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/dermatology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:23	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.42d.delayed	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:23	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.42e.delayed	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:23	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:24%20GMT	https://www.docsapp.in/health/dermatology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/dermatology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:24	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:24%20GMT	https://www.docsapp.in/health/gynecology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gynecology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:24	198/198	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:24%20GMT	https://www.docsapp.in/health/gastroenterology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gastroenterology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:24	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:25%20GMT	https://www.docsapp.in/health/generalmedicine	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:24	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:25%20GMT	https://www.docsapp.in/health/diabetesconsult	D:/DOC/docsAutomate/automate/www.docsapp.in/health/diabetesconsult	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:24	182/182	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:25%20GMT	https://www.docsapp.in/health/oncology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/oncology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:25	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:25%20GMT	https://www.docsapp.in/health/cardiology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/cardiology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:25	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:26%20GMT	https://www.docsapp.in/health/psychiatry	D:/DOC/docsAutomate/automate/www.docsapp.in/health/psychiatry	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:25	200/200	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:26%20GMT	https://www.docsapp.in/health/infertility	D:/DOC/docsAutomate/automate/www.docsapp.in/health/infertility	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:25	184/184	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:26%20GMT	https://www.docsapp.in/health/neurology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/neurology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:26	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.439.delayed	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:26	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:26%20GMT	https://www.docsapp.in/health/dermatology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/dermatology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:26	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:26%20GMT	https://www.docsapp.in/health/gynecology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gynecology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:26	198/198	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:27%20GMT	https://www.docsapp.in/health/gastroenterology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gastroenterology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:26	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:27%20GMT	https://www.docsapp.in/health/generalmedicine	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:27	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:27%20GMT	https://www.docsapp.in/health/diabetesconsult	D:/DOC/docsAutomate/automate/www.docsapp.in/health/diabetesconsult	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:27	182/182	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:27%20GMT	https://www.docsapp.in/health/oncology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/oncology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:27	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:28%20GMT	https://www.docsapp.in/health/cardiology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/cardiology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:27	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:28%20GMT	https://www.docsapp.in/health/psychiatry	D:/DOC/docsAutomate/automate/www.docsapp.in/health/psychiatry	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:27	200/200	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:28%20GMT	https://www.docsapp.in/health/infertility	D:/DOC/docsAutomate/automate/www.docsapp.in/health/infertility	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:28	184/184	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:28%20GMT	https://www.docsapp.in/health/neurology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/neurology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:28	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.444.delayed	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:28	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:28%20GMT	https://www.docsapp.in/health/dermatology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/dermatology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:28	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:29%20GMT	https://www.docsapp.in/health/cardiology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/cardiology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:28	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:29%20GMT	https://www.docsapp.in/health/gynecology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gynecology	(from https://www.docsapp.in/?utm_campaign=website&utm_content=Home_nav)
02:29:29	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.448.delayed	(from https://www.docsapp.in/health/online-doctor-consultations/?utm_source=website&utm_content=Online%20Consultation_nav)
02:29:29	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:29%20GMT	https://www.docsapp.in/health/dermatology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/dermatology	(from https://www.docsapp.in/health/online-doctor-consultations/?utm_source=website&utm_content=Online%20Consultation_nav)
02:29:29	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:29%20GMT	https://www.docsapp.in/health/gynecology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gynecology	(from https://www.docsapp.in/health/online-doctor-consultations/?utm_source=website&utm_content=Online%20Consultation_nav)
02:29:29	198/198	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:30%20GMT	https://www.docsapp.in/health/gastroenterology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gastroenterology	(from https://www.docsapp.in/health/online-doctor-consultations/?utm_source=website&utm_content=Online%20Consultation_nav)
02:29:29	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:30%20GMT	https://www.docsapp.in/health/generalmedicine	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine	(from https://www.docsapp.in/health/online-doctor-consultations/?utm_source=website&utm_content=Online%20Consultation_nav)
02:29:29	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:30%20GMT	https://www.docsapp.in/health/diabetesconsult	D:/DOC/docsAutomate/automate/www.docsapp.in/health/diabetesconsult	(from https://www.docsapp.in/health/online-doctor-consultations/?utm_source=website&utm_content=Online%20Consultation_nav)
02:29:30	182/182	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:30%20GMT	https://www.docsapp.in/health/oncology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/oncology	(from https://www.docsapp.in/health/online-doctor-consultations/?utm_source=website&utm_content=Online%20Consultation_nav)
02:29:30	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:31%20GMT	https://www.docsapp.in/health/cardiology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/cardiology	(from https://www.docsapp.in/health/online-doctor-consultations/?utm_source=website&utm_content=Online%20Consultation_nav)
02:29:30	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:31%20GMT	https://www.docsapp.in/health/psychiatry	D:/DOC/docsAutomate/automate/www.docsapp.in/health/psychiatry	(from https://www.docsapp.in/health/online-doctor-consultations/?utm_source=website&utm_content=Online%20Consultation_nav)
02:29:30	200/200	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:31%20GMT	https://www.docsapp.in/health/infertility	D:/DOC/docsAutomate/automate/www.docsapp.in/health/infertility	(from https://www.docsapp.in/health/online-doctor-consultations/?utm_source=website&utm_content=Online%20Consultation_nav)
02:29:31	184/184	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:31%20GMT	https://www.docsapp.in/health/neurology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/neurology	(from https://www.docsapp.in/health/online-doctor-consultations/?utm_source=website&utm_content=Online%20Consultation_nav)
02:29:31	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2008%20Dec%202022%2020:59:31%20GMT	https://s3.ap-south-1.amazonaws.com/staticseoassets/logo_white.png	D:/DOC/docsAutomate/automate/s3.ap-south-1.amazonaws.com/staticseoassets/logo_white.453.delayed	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:32	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.454.delayed	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:32	2776/2776	---M--	200	added ('OK')	image/png	etag:%2269074a6b8fa7b7436283b1dc3005d2a7%22	https://www.docsapp.in/health/img/prescriptionDummy.png	D:/DOC/docsAutomate/automate/www.docsapp.in/health/img/prescriptionDummy.png	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:32	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.456.delayed	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:32	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.457.delayed	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:32	92989/92989	---MCZ	200	added ('OK')	text/html	etag:W/%22RyZP8vei0m1Pe5f4OLpbCw==%22	https://www.docsapp.in/health/online/sexology/doctor/dr-chintan-solanki	D:/DOC/docsAutomate/automate/www.docsapp.in/health/online/sexology/doctor/dr-chintan-solanki.html	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:33	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.45a.delayed	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:33	65/65	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Dec%202022%2020:59:34%20GMT	https://www.docsapp.in/health/sexology//questions/7558131-sperms-aren't-coming	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology/questions/7558131-sperms-aren't-coming	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:34	78/78	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Dec%202022%2020:59:34%20GMT	https://www.docsapp.in/health/sexology//questions/7557814-i-have-to-increase-the-size-by-2-inch	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology/questions/7557814-i-have-to-increase-the-size-by-2-inch	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:34	59/59	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Dec%202022%2020:59:34%20GMT	https://www.docsapp.in/health/sexology//questions/7557624-testosterone-level	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology/questions/7557624-testosterone-level	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:34	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:35%20GMT	https://www.docsapp.in/health/gynecology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gynecology	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:34	221175/221175	---M--	200	added ('OK')	image/png	etag:%2222d956a733c3c1c3f7083340274b625e%22	https://docsapp-doctor.s3.us-west-2.amazonaws.com/profile_images/1019.png	D:/DOC/docsAutomate/automate/docsapp-doctor.s3.us-west-2.amazonaws.com/profile_images/1019.png	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:34	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:35%20GMT	https://www.docsapp.in/health/psychiatry	D:/DOC/docsAutomate/automate/www.docsapp.in/health/psychiatry	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:35	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:35%20GMT	https://www.docsapp.in/health/dermatology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/dermatology	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:35	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.461.delayed	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:35	90/90	---M--	302	error ('Found')	text/html	date:Thu,%2008%20Dec%202022%2020:59:35%20GMT	https://www.docsapp.in/health/generalmedicine/questions	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine/questions	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:35	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:36%20GMT	https://www.docsapp.in/health/generalmedicine	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine	(from https://www.docsapp.in/health/sexology/questions/6503344-i-have-small-penis)
02:29:35	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.464.delayed	(from https://www.docsapp.in/health/sexology/questions/6555703-increase%20my%20sex%20time)
02:29:35	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.465.delayed	(from https://www.docsapp.in/health/sexology/questions/6555703-increase%20my%20sex%20time)
02:29:35	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.466.delayed	(from https://www.docsapp.in/health/sexology/questions/6555703-increase%20my%20sex%20time)
02:29:35	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.467.delayed	(from https://www.docsapp.in/health/sexology/questions/6555703-increase%20my%20sex%20time)
02:29:35	75/75	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Dec%202022%2020:59:36%20GMT	https://www.docsapp.in/health/sexology//questions/7554363-i-m-suffering-erectile-disfunction	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology/questions/7554363-i-m-suffering-erectile-disfunction	(from https://www.docsapp.in/health/sexology/questions/6555703-increase%20my%20sex%20time)
02:29:36	67/67	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Dec%202022%2020:59:36%20GMT	https://www.docsapp.in/health/sexology//questions/7553104-nightfall-aur-sheghrapatan	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology/questions/7553104-nightfall-aur-sheghrapatan	(from https://www.docsapp.in/health/sexology/questions/6555703-increase%20my%20sex%20time)
02:29:36	70/70	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Dec%202022%2020:59:36%20GMT	https://www.docsapp.in/health/sexology//questions/7552760-redness-and-itching-oforeskin	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology/questions/7552760-redness-and-itching-oforeskin	(from https://www.docsapp.in/health/sexology/questions/6555703-increase%20my%20sex%20time)
02:29:36	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:37%20GMT	https://www.docsapp.in/health/gynecology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gynecology	(from https://www.docsapp.in/health/sexology/questions/6555703-increase%20my%20sex%20time)
02:29:36	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:37%20GMT	https://www.docsapp.in/health/psychiatry	D:/DOC/docsAutomate/automate/www.docsapp.in/health/psychiatry	(from https://www.docsapp.in/health/sexology/questions/6555703-increase%20my%20sex%20time)
02:29:37	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:37%20GMT	https://www.docsapp.in/health/dermatology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/dermatology	(from https://www.docsapp.in/health/sexology/questions/6555703-increase%20my%20sex%20time)
02:29:37	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.46e.delayed	(from https://www.docsapp.in/health/sexology/questions/6555703-increase%20my%20sex%20time)
02:29:37	90/90	---M--	302	error ('Found')	text/html	date:Thu,%2008%20Dec%202022%2020:59:37%20GMT	https://www.docsapp.in/health/generalmedicine/questions	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine/questions	(from https://www.docsapp.in/health/sexology/questions/6555703-increase%20my%20sex%20time)
02:29:37	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:38%20GMT	https://www.docsapp.in/health/generalmedicine	D:/DOC/docsAutomate/automate/www.docsapp.in/health/generalmedicine	(from https://www.docsapp.in/health/sexology/questions/6555703-increase%20my%20sex%20time)
02:29:37	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.471.delayed	(from https://www.docsapp.in/health/sexology/questions/6607859-%20masturbation)
02:29:37	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.472.delayed	(from https://www.docsapp.in/health/sexology/questions/6607859-%20masturbation)
02:29:37	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.473.delayed	(from https://www.docsapp.in/health/sexology/questions/6607859-%20masturbation)
02:29:37	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.474.delayed	(from https://www.docsapp.in/health/sexology/questions/6607859-%20masturbation)
02:29:37	81/81	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Dec%202022%2020:59:38%20GMT	https://www.docsapp.in/health/sexology//questions/7220793-i%20get%20discarge-soon-and-banana-shape	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology/questions/7220793-i%20get%20discarge-soon-and-banana-shape	(from https://www.docsapp.in/health/sexology/questions/6607859-%20masturbation)
02:29:38	62/62	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Dec%202022%2020:59:38%20GMT	https://www.docsapp.in/health/sexology//questions/7219149-premature-ejaculation	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology/questions/7219149-premature-ejaculation	(from https://www.docsapp.in/health/sexology/questions/6607859-%20masturbation)
02:29:38	65/65	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Dec%202022%2020:59:38%20GMT	https://www.docsapp.in/health/sexology//questions/7215993-pain-due-to-masturbation	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology/questions/7215993-pain-due-to-masturbation	(from https://www.docsapp.in/health/sexology/questions/6607859-%20masturbation)
02:29:38	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:39%20GMT	https://www.docsapp.in/health/gynecology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/gynecology	(from https://www.docsapp.in/health/sexology/questions/6607859-%20masturbation)
02:29:38	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:39%20GMT	https://www.docsapp.in/health/psychiatry	D:/DOC/docsAutomate/automate/www.docsapp.in/health/psychiatry	(from https://www.docsapp.in/health/sexology/questions/6607859-%20masturbation)
02:29:39	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Dec%202022%2020:59:39%20GMT	https://www.docsapp.in/health/dermatology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/dermatology	(from https://www.docsapp.in/health/sexology/questions/6607859-%20masturbation)
02:29:39	0/-1	---M--	301	error ('')			https://www.docsapp.in/health/sexology	D:/DOC/docsAutomate/automate/www.docsapp.in/health/sexology.47b.delayed	(from https://www.docsapp.in/health/sexology/questions/6607859-%20masturbation)
